Latitude,Longitude,名稱,類別,天數,日期,時段,定位用名稱,官方日文名,導航連結
35.6987360,139.7718900,🍜 壽司郎,🍜 餐廳,Day 1,8/20 星期四,17:30－19:00 🍽️ 晚餐：壽司郎,スシロー 秋葉原駅前店,スシロー 秋葉原駅前店,"https://www.google.com/maps/search/?api=1&query=35.698736,139.77189&query_place_id=ChIJMfORxzyNGGARskRptNTnsVE"
35.6984426,139.7724317,🍜 丸龜製麵,🍜 餐廳,Day 1,8/20 星期四,17:30－19:00 🍽️ 晚餐：壽司郎,丸亀製麺 秋葉原店,丸亀製麺 秋葉原店,"https://www.google.com/maps/search/?api=1&query=35.6984426,139.7724317&query_place_id=ChIJFa5T2GqNGGARmSiHDgcJFf8"
35.6984515,139.7757700,🍜 CoCo壹番屋,🍜 餐廳,Day 1,8/20 星期四,17:30－19:00 🍽️ 晚餐：壽司郎,CoCo壱番屋 JR秋葉原駅昭和通り口店,CoCo壱番屋 JR秋葉原駅昭和通り口店,"https://www.google.com/maps/search/?api=1&query=35.6984515,139.77577&query_place_id=ChIJSyxsj6iOGGARvBM2kRLvJZs"
35.6983830,139.7730717,🚉 JR 秋葉原站,🚉 交通,Day 1,8/20 星期四,19:00－19:15 🚆 返回淺草橋,秋葉原駅,秋葉原駅,"https://www.google.com/maps/search/?api=1&query=35.698383,139.7730717&query_place_id=ChIJKTP54qeOGGARsZf1fyU2jxU"
35.6895924,139.7004128,🚉 新宿站,🚉 交通,Day 1,8/20 星期四,16:30－17:15 🚇 前往新宿東口,新宿駅,新宿駅,"https://www.google.com/maps/search/?api=1&query=35.6895924,139.7004128&query_place_id=ChIJH7qx1tCMGGAR1f2s7PGhMhw"
35.6926882,139.7008265,⛩️ Cross Shinjuku 3D 巨貓,⛩️ 景點,Day 1,8/20 星期四,17:15－17:40 🐈 欣賞新宿 3D 巨貓,クロス新宿ビジョン,クロス新宿ビジョン,"https://www.google.com/maps/search/?api=1&query=35.6926882,139.7008265&query_place_id=ChIJrwWR35uNGGARG7Svj20aEfM"
35.6903733,139.7013626,🍜 Gusto,🍜 餐廳,Day 1,8/20 星期四,17:40－18:35 🍽️ 晚餐：Gusto 家庭餐廳,ガスト 新宿NOWAビル店,ガスト 新宿NOWAビル店,"https://www.google.com/maps/search/?api=1&query=35.6903733,139.7013626&query_place_id=ChIJFUOWQQCNGGARHkjPPx28PfI"
35.6912505,139.7011419,🍜 LUMINE EST 餐廳街,🍜 餐廳,Day 1,8/20 星期四,17:40－18:35 🍽️ 晚餐：Gusto 家庭餐廳,ルミネエスト新宿 7&8 DINER,ルミネエスト新宿 7&8 DINER,"https://www.google.com/maps/search/?api=1&query=35.6912505,139.7011419&query_place_id=ChIJ_TibA9qMGGARNYmVIFyGU9k"
35.6895924,139.7004128,🚉 JR 新宿站,🚉 交通,Day 1,8/20 星期四,18:35－19:15 🚆 返回淺草橋,新宿駅,新宿駅,"https://www.google.com/maps/search/?api=1&query=35.6895924,139.7004128&query_place_id=ChIJH7qx1tCMGGAR1f2s7PGhMhw"
35.6966953,139.7840376,⛩️ 肉之Hanamasa超市,⛩️ 景點,Day 1,8/20 星期四,19:15－19:35 🛒 生鮮超市採買,肉のハナマサ 浅草橋店,肉のハナマサ 浅草橋店,"https://www.google.com/maps/search/?api=1&query=35.6966953,139.7840376&query_place_id=ChIJS7K2bLKOGGARGySfwejBx4o"
